ts_bucket,zone_id,demand_observed,idle_supply,enroute_supply,enroute_arrivals,rain_mm_h,rain_forecast_15,rain_forecast_30,peak_flag,holiday_flag,price_index,regime
2026-08-14 06:50:00+07:00,30,7,5,0,[],0.052,0.17,0.0,0,0,1.0,normal
2026-08-14 06:55:00+07:00,1,8,13,0,[],0.063,0.0,0.0,0,0,1.0,normal
2026-08-14 06:55:00+07:00,2,11,12,0,[],0.064,0.206,0.134,0,0,1.0,normal
2026-08-14 06:55:00+07:00,3,9,12,0,[],0.063,0.16,0.778,0,0,1.0,normal
2026-08-14 06:55:00+07:00,4,9,15,0,[],0.062,0.17,0.0,0,0,1.0,normal
2026-08-14 06:55:00+07:00,5,4,5,0,[],0.065,0.0,0.457,0,0,1.0,normal
2026-08-14 06:55:00+07:00,6,7,10,0,[],0.062,0.0,0.0,0,0,1.0,normal
2026-08-14 06:55:00+07:00,7,9,11,0,[],0.06,0.08,0.073,0,0,1.0,normal
2026-08-14 06:55:00+07:00,8,4,5,0,[],0.061,0.021,0.0,0,0,1.0,normal
2026-08-14 06:55:00+07:00,9,13,7,0,[],0.067,0.0,0.184,0,0,1.0,normal
2026-08-14 06:55:00+07:00,10,5,5,0,[],0.062,0.0,0.102,0,0,1.0,normal
2026-08-14 06:55:00+07:00,11,4,6,0,[],0.058,0.316,0.107,0,0,1.0,normal
2026-08-14 06:55:00+07:00,12,4,5,0,[],0.057,0.0,0.165,0,0,1.0,normal
2026-08-14 06:55:00+07:00,13,4,4,0,[],0.058,0.0,0.0,0,0,1.0,normal
2026-08-14 06:55:00+07:00,14,10,7,0,[],0.069,0.09,0.0,0,0,1.0,normal
2026-08-14 06:55:00+07:00,15,4,4,0,[],0.072,0.0,0.195,0,0,1.0,normal
2026-08-14 06:55:00+07:00,16,3,3,0,[],0.079,0.018,0.0,0,0,1.0,normal
2026-08-14 06:55:00+07:00,17,3,3,0,[],0.053,0.035,0.397,0,0,1.0,normal
2026-08-14 06:55:00+07:00,18,2,3,0,[],0.055,0.183,0.0,0,0,1.0,normal
2026-08-14 06:55:00+07:00,19,3,3,0,[],0.054,0.33,0.0,0,0,1.0,normal
2026-08-14 06:55:00+07:00,20,4,2,0,[],0.051,0.206,0.088,0,0,1.0,normal
2026-08-14 06:55:00+07:00,21,3,3,0,[],0.048,0.0,0.0,0,0,1.0,normal
2026-08-14 06:55:00+07:00,22,3,3,0,[],0.06,0.0,0.0,0,0,1.0,normal
2026-08-14 06:55:00+07:00,23,4,3,0,[],0.056,0.0,0.548,0,0,1.0,normal
2026-08-14 06:55:00+07:00,24,3,3,0,[],0.048,0.122,0.845,0,0,1.0,normal
2026-08-14 06:55:00+07:00,25,3,3,0,[],0.037,0.113,0.0,0,0,1.0,normal
2026-08-14 06:55:00+07:00,26,2,4,0,[],0.041,0.0,0.07,0,0,1.0,normal
2026-08-14 06:55:00+07:00,27,2,4,0,[],0.055,0.232,0.0,0,0,1.0,normal
2026-08-14 06:55:00+07:00,28,2,3,0,[],0.049,0.0,0.055,0,0,1.0,normal
2026-08-14 06:55:00+07:00,29,4,3,0,[],0.068,0.0,0.0,0,0,1.0,normal
2026-08-14 06:55:00+07:00,30,9,5,0,[],0.054,0.179,0.342,0,0,1.0,normal
2026-08-14 07:00:00+07:00,1,13,12,0,[],0.077,0.054,0.0,1,0,1.0,peak
2026-08-14 07:00:00+07:00,2,18,12,0,[],0.079,0.401,0.0,1,0,1.0,peak
2026-08-14 07:00:00+07:00,3,22,21,0,[],0.077,0.0,0.536,1,0,1.0,peak
2026-08-14 07:00:00+07:00,4,25,30,0,[],0.076,0.0,0.0,1,0,1.0,peak
2026-08-14 07:00:00+07:00,5,6,7,0,[],0.08,0.083,0.573,1,0,1.0,peak
2026-08-14 07:00:00+07:00,6,15,13,0,[],0.076,0.0,0.185,1,0,1.0,peak
2026-08-14 07:00:00+07:00,7,19,19,0,[],0.073,0.162,0.835,1,0,1.0,peak
2026-08-14 07:00:00+07:00,8,11,10,0,[],0.074,0.0,0.589,1,0,1.0,peak
2026-08-14 07:00:00+07:00,9,27,13,0,[],0.082,0.426,0.187,1,0,1.0,peak
2026-08-14 07:00:00+07:00,10,10,8,0,[],0.077,0.023,0.526,1,0,1.0,peak
2026-08-14 07:00:00+07:00,11,10,8,0,[],0.071,0.092,0.613,1,0,1.0,peak
2026-08-14 07:00:00+07:00,12,10,9,0,[],0.07,0.201,0.0,1,0,1.0,peak
2026-08-14 07:00:00+07:00,13,8,7,0,[],0.07,0.034,0.0,1,0,1.0,peak
2026-08-14 07:00:00+07:00,14,19,9,0,[],0.083,0.0,0.0,1,0,1.0,peak
2026-08-14 07:00:00+07:00,15,9,6,0,[],0.088,0.019,0.461,1,0,1.0,peak
2026-08-14 07:00:00+07:00,16,6,4,0,[],0.097,0.606,0.0,1,0,1.0,peak
2026-08-14 07:00:00+07:00,17,5,4,0,[],0.068,0.109,0.287,1,0,1.0,peak
2026-08-14 07:00:00+07:00,18,6,4,0,[],0.07,0.0,0.0,1,0,1.0,peak
2026-08-14 07:00:00+07:00,19,6,4,0,[],0.068,0.0,0.0,1,0,1.0,peak
2026-08-14 07:00:00+07:00,20,4,5,0,[],0.064,0.3,0.547,1,0,1.0,peak
2026-08-14 07:00:00+07:00,21,9,5,0,[],0.059,0.0,0.067,1,0,1.0,peak
2026-08-14 07:00:00+07:00,22,7,6,0,[],0.075,0.0,0.0,1,0,1.0,peak
2026-08-14 07:00:00+07:00,23,6,5,0,[],0.07,0.0,0.46,1,0,1.0,peak
2026-08-14 07:00:00+07:00,24,6,4,0,[],0.059,0.023,0.173,1,0,1.0,peak
2026-08-14 07:00:00+07:00,25,6,4,0,[],0.044,0.0,0.0,1,0,1.0,peak
2026-08-14 07:00:00+07:00,26,6,4,0,[],0.049,0.0,0.033,1,0,1.0,peak
2026-08-14 07:00:00+07:00,27,6,5,0,[],0.066,0.375,0.301,1,0,1.0,peak
2026-08-14 07:00:00+07:00,28,5,5,0,[],0.057,0.201,0.0,1,0,1.0,peak
2026-08-14 07:00:00+07:00,29,6,5,0,[],0.085,0.256,0.323,1,0,1.0,peak
2026-08-14 07:00:00+07:00,30,17,9,0,[],0.069,0.324,0.0,1,0,1.0,peak
2026-08-14 07:05:00+07:00,1,17,13,0,[],0.077,0.388,0.0,1,0,1.0,peak
2026-08-14 07:05:00+07:00,2,22,20,0,[],0.078,0.0,0.252,1,0,1.0,peak
2026-08-14 07:05:00+07:00,3,24,25,0,[],0.076,0.077,0.028,1,0,1.0,peak
2026-08-14 07:05:00+07:00,4,23,23,0,[],0.075,0.146,0.65,1,0,1.0,peak
2026-08-14 07:05:00+07:00,5,7,10,0,[],0.08,0.25,0.0,1,0,1.0,peak
2026-08-14 07:05:00+07:00,6,22,19,0,[],0.076,0.312,0.486,1,0,1.0,peak
2026-08-14 07:05:00+07:00,7,19,22,0,[],0.073,0.242,0.183,1,0,1.0,peak
2026-08-14 07:05:00+07:00,8,10,9,0,[],0.073,0.024,0.0,1,0,1.0,peak
2026-08-14 07:05:00+07:00,9,28,16,0,[],0.081,0.0,0.0,1,0,1.0,peak
2026-08-14 07:05:00+07:00,10,9,10,0,[],0.077,0.0,0.487,1,0,1.0,peak
2026-08-14 07:05:00+07:00,11,10,7,0,[],0.071,0.477,0.701,1,0,1.0,peak
2026-08-14 07:05:00+07:00,12,8,7,0,[],0.069,0.051,0.0,1,0,1.0,peak
2026-08-14 07:05:00+07:00,13,6,5,0,[],0.069,0.0,0.649,1,0,1.0,peak
2026-08-14 07:05:00+07:00,14,16,8,0,[],0.082,0.117,0.324,1,0,1.0,peak
2026-08-14 07:05:00+07:00,15,9,6,0,[],0.088,0.078,0.0,1,0,1.0,peak
2026-08-14 07:05:00+07:00,16,7,5,0,[],0.097,0.194,0.0,1,0,1.0,peak
2026-08-14 07:05:00+07:00,17,7,6,0,[],0.071,0.0,0.535,1,0,1.0,peak
2026-08-14 07:05:00+07:00,18,6,5,0,[],0.072,0.062,0.222,1,0,1.0,peak
2026-08-14 07:05:00+07:00,19,6,3,0,[],0.07,0.039,0.465,1,0,1.0,peak
2026-08-14 07:05:00+07:00,20,5,4,0,[],0.065,0.0,0.488,1,0,1.0,peak
2026-08-14 07:05:00+07:00,21,7,5,0,[],0.059,0.332,0.0,1,0,1.0,peak
2026-08-14 07:05:00+07:00,22,5,4,0,[],0.076,0.0,0.0,1,0,1.0,peak
2026-08-14 07:05:00+07:00,23,6,5,0,[],0.07,0.14,0.0,1,0,1.0,peak
2026-08-14 07:05:00+07:00,24,5,3,0,[],0.058,0.003,0.0,1,0,1.0,peak
2026-08-14 07:05:00+07:00,25,6,4,0,[],0.043,0.107,0.0,1,0,1.0,peak
2026-08-14 07:05:00+07:00,26,5,5,0,[],0.048,0.258,0.0,1,0,1.0,peak
2026-08-14 07:05:00+07:00,27,7,5,0,[],0.064,0.0,0.0,1,0,1.0,peak
2026-08-14 07:05:00+07:00,28,5,5,0,[],0.055,0.0,0.245,1,0,1.0,peak
2026-08-14 07:05:00+07:00,29,9,5,0,[],0.086,0.241,0.022,1,0,1.0,peak
2026-08-14 07:05:00+07:00,30,23,9,0,[],0.072,0.0,0.084,1,0,1.0,peak
2026-08-25 15:50:00+07:00,1,8,15,0,[],4.23,7.253,2.212,0,0,1.0,rain
2026-08-25 15:50:00+07:00,2,14,13,0,[],4.08,7.916,7.185,0,0,1.0,rain
2026-08-25 15:50:00+07:00,3,12,14,0,[],4.159,8.031,9.942,0,0,1.0,rain
2026-08-25 15:50:00+07:00,4,13,21,0,[],4.265,8.86,6.394,0,0,1.0,rain
2026-08-25 15:50:00+07:00,5,4,4,0,[],4.044,7.417,9.443,0,0,1.0,rain
2026-08-25 15:50:00+07:00,6,11,10,0,[],4.33,6.809,7.712,0,0,1.0,rain
2026-08-25 15:50:00+07:00,7,11,17,0,[],4.458,7.195,5.493,0,0,1.0,rain
2026-08-25 15:50:00+07:00,8,5,6,0,[],4.353,7.949,8.663,0,0,1.0,rain
2026-08-25 15:50:00+07:00,9,13,8,0,[],3.846,7.733,9.248,0,0,1.0,rain
2026-08-25 15:50:00+07:00,10,5,5,0,[],4.309,8.78,3.144,0,0,1.0,rain
2026-08-25 15:50:00+07:00,11,5,6,0,[],4.616,7.287,5.908,0,0,1.0,rain
2026-08-25 15:50:00+07:00,12,4,5,0,[],4.698,8.53,5.752,0,0,1.0,rain
2026-08-25 15:50:00+07:00,13,5,5,0,[],4.589,8.667,11.855,0,0,1.0,rain
2026-08-25 15:50:00+07:00,14,11,5,0,[],3.713,6.727,0.0,0,0,1.0,rain
2026-08-25 15:50:00+07:00,15,4,4,0,[],3.543,6.154,6.294,0,0,1.0,rain
2026-08-25 15:50:00+07:00,16,4,3,0,[],3.045,4.547,0.0,0,0,1.0,rain
2026-08-25 15:50:00+07:00,17,3,3,0,[],5.274,9.785,9.871,0,0,1.0,rain
2026-08-25 15:50:00+07:00,18,2,3,0,[],4.991,10.029,7.686,0,0,1.0,rain
2026-08-25 15:50:00+07:00,19,4,3,0,[],5.087,7.95,9.36,0,0,1.0,rain
2026-08-25 15:50:00+07:00,20,3,3,0,[],5.241,7.929,5.593,0,0,1.0,rain
2026-08-25 15:50:00+07:00,21,5,4,0,[],5.465,11.435,11.511,0,0,1.0,rain
2026-08-25 15:50:00+07:00,22,3,4,0,[],4.548,9.014,8.184,0,0,1.0,rain
2026-08-25 15:50:00+07:00,23,4,3,0,[],4.818,8.098,10.237,0,0,1.0,rain
2026-08-25 15:50:00+07:00,24,4,3,0,[],5.343,5.756,9.661,0,0,1.0,rain
2026-08-25 15:50:00+07:00,25,3,3,0,[],6.223,10.1,11.53,0,0,1.0,rain
2026-08-25 15:50:00+07:00,26,4,3,0,[],5.832,8.365,9.803,0,0,1.0,rain
2026-08-25 15:50:00+07:00,27,4,4,0,[],4.795,8.576,10.428,0,0,1.0,rain
2026-08-25 15:50:00+07:00,28,3,3,0,[],5.214,6.796,0.0,0,0,1.0,rain
2026-08-25 15:50:00+07:00,29,4,4,0,[],3.896,7.044,5.485,0,0,1.0,rain
2026-08-25 15:50:00+07:00,30,10,5,0,[],5.108,8.501,4.303,0,0,1.0,rain
2026-08-25 15:55:00+07:00,1,10,14,0,[],4.248,6.71,7.513,0,0,1.0,rain
2026-08-25 15:55:00+07:00,2,10,14,0,[],4.119,6.201,7.118,0,0,1.0,rain
2026-08-25 15:55:00+07:00,3,11,13,0,[],4.205,4.102,5.25,0,0,1.0,rain
2026-08-25 15:55:00+07:00,4,12,16,0,[],4.296,3.836,7.178,0,0,1.0,rain
2026-08-25 15:55:00+07:00,5,6,4,0,[],4.054,7.044,9.889,0,0,1.0,rain
2026-08-25 15:55:00+07:00,6,11,12,0,[],4.336,5.339,10.477,0,0,1.0,rain
